Well_ID,Well_Name,X_UTM_m,Y_UTM_m,CRS_EPSG,Field,Block,Quadrant,Trajectory,Status,Completion_Type,Spud_Date,Completion_Date,KB_Elevation_m,Water_Depth_m,Top_Reservoir_TVDSS_m,Gross_Thickness_m,Net_to_Gross_frac,NetPay_m,Porosity_frac,Permeability_mD,Water_Saturation_frac,Oil_Saturation_frac,Gas_Saturation_frac,Total_Depth_MD_m,Total_Depth_TVDSS_m,Deviation_Azimuth_deg,Max_Inclination_deg,Lateral_Length_m,Distance_to_Nearest_Fault_m,Nearest_Fault_ID,Reservoir_Quality_Index
KW-1211,Kimbala-1211,512968.44,775420.33,32632,Kimbala,B01-04,SE,Deviated,Appraisal,Suspended,2017-10-16,2017-11-16,131.7,39.1,2855.1,40.1,0.334,14.2,0.107,8.6,0.748,0.204,0.048,3436.9,3344.3,253.6,24.4,897.9,327.6,F05,30.2
KW-1212,Kimbala-1212,509317.0,778134.57,32632,Kimbala,B02-04,SW,Vertical,Producer,Oil,2016-04-22,2016-08-11,141.5,41.1,2738.0,28.5,0.508,11.3,0.147,19.5,0.505,0.444,0.05,3344.4,3246.0,,6.9,0.0,1938.1,F04,39.1
KW-1213,Kimbala-1213,508126.12,789852.5,32632,Kimbala,B04-04,NW,Horizontal,Appraisal,Suspended,2018-04-01,2018-08-02,150.3,19.0,2497.9,54.8,0.356,17.2,0.13,37.5,0.585,0.335,0.08,4568.1,2940.6,315.2,90.7,2336.1,2452.9,F04,39.4
KW-1214,Kimbala-1214,519046.62,792447.33,32632,Kimbala,B04-05,NE,Vertical,Producer,Oil+Gas,2023-09-07,2023-12-20,151.5,29.4,2568.3,44.1,0.369,14.9,0.113,4.9,0.528,0.399,0.073,3025.8,3025.8,,6.4,0.0,1665.1,F05,30.0
KW-1215,Kimbala-1215,512293.38,796694.0,32632,Kimbala,B05-04,NE,Vertical,Appraisal,Suspended,2023-12-27,2024-02-04,124.2,23.0,2519.5,41.1,0.484,17.3,0.096,7.1,0.628,0.306,0.066,2965.8,2965.8,,3.9,0.0,175.6,F04,28.5
KW-1216,Kimbala-1216,521627.73,792537.07,32632,Kimbala,B04-06,NE,Horizontal,Producer,Oil,2024-01-05,2024-02-05,149.5,61.8,2527.1,64.0,0.228,12.2,0.105,12.0,0.616,0.424,0.0,3846.9,3468.3,185.3,87.5,857.7,992.9,F06,30.2
KW-1217,Kimbala-1217,498051.46,789897.93,32632,Kimbala,B04-02,NW,Deviated,DryHole,Dry,2017-12-11,2018-01-21,159.5,24.6,2548.6,70.0,0.405,25.5,0.122,15.8,0.506,0.42,0.073,2822.5,2822.5,51.6,53.5,1143.4,1775.9,F03,37.6
KW-1218,Kimbala-1218,505797.07,782529.56,32632,Kimbala,B02-03,SW,Horizontal,DryHole,Dry,2019-09-17,2020-01-25,158.0,33.2,2590.2,69.2,0.41,24.6,0.187,83.7,0.451,0.477,0.072,4043.0,3242.4,214.1,89.9,1410.1,2661.8,F04,54.2
KW-1219,Kimbala-1219,524245.8,796445.76,32632,Kimbala,B05-06,NE,Vertical,DryHole,Dry,2019-04-21,2019-07-11,139.8,51.5,2478.2,31.5,0.493,12.3,0.114,8.5,0.706,0.259,0.034,2848.5,2848.5,,3.3,0.0,814.0,F06,31.0
KW-1220,Kimbala-1220,516703.59,778839.32,32632,Kimbala,B02-05,SE,Deviated,Abandoned,Plugged,2024-05-03,2024-05-29,130.6,20.9,2754.6,45.3,0.204,7.9,0.121,10.4,0.585,0.384,0.031,3160.9,3160.9,92.0,36.0,783.1,2972.9,F06,31.8
KW-1221,Kimbala-1221,497200.42,776384.28,32632,Kimbala,B01-02,SW,Vertical,DryHole,Dry,2021-01-17,2021-05-05,122.5,14.4,2816.8,28.6,0.416,11.4,0.111,8.0,0.453,0.452,0.095,3514.6,3514.6,,5.4,0.0,1002.1,F03,30.0
KW-1222,Kimbala-1222,503104.53,783307.02,32632,Kimbala,B03-03,SW,Horizontal,Producer,Oil,2015-07-12,2016-01-24,154.3,11.0,2579.0,70.3,0.4,26.0,0.171,15.7,0.509,0.433,0.058,3572.1,3442.5,112.3,88.9,813.1,5464.3,F04,46.5
KW-1223,Kimbala-1223,518413.28,786171.14,32632,Kimbala,B03-05,NE,Horizontal,Producer,Oil+Gas,2021-11-24,2022-06-03,148.5,46.6,2552.1,54.4,0.596,32.0,0.175,187.9,0.471,0.482,0.047,4262.8,3423.1,108.4,84.5,1326.6,2726.0,F05,56.4
KW-1224,Kimbala-1224,500993.74,785080.9,32632,Kimbala,B03-02,NW,Deviated,Injector,WaterInjector,2019-08-15,2020-01-06,160.3,50.4,2566.6,78.1,0.365,24.1,0.132,42.1,0.626,0.358,0.017,3155.1,3155.1,332.3,53.7,357.9,4745.7,F03,42.0
KW-1225,Kimbala-1225,501461.27,787994.82,32632,Kimbala,B03-02,NW,Deviated,Producer,Oil,2023-12-30,2024-05-12,136.3,15.4,2524.5,71.6,0.552,33.2,0.168,79.2,0.52,0.467,0.013,3064.5,2998.1,347.2,41.6,568.1,5196.6,F03,52.7
KW-1226,Kimbala-1226,506679.64,775813.5,32632,Kimbala,B01-03,SW,Vertical,Appraisal,Suspended,2020-09-23,2020-11-10,110.2,43.0,2809.8,55.1,0.435,20.6,0.097,7.5,0.812,0.142,0.045,3282.0,3282.0,,3.6,0.0,47.1,F04,29.7
KW-1227,Kimbala-1227,494315.48,786601.21,32632,Kimbala,B03-01,NW,Deviated,Abandoned,Plugged,2021-08-04,2021-10-19,145.6,30.1,2591.2,44.7,0.509,21.4,0.112,7.7,0.655,0.311,0.034,2854.3,2854.3,45.6,47.6,797.7,1105.2,F01,32.6
KW-1228,Kimbala-1228,518338.23,789760.73,32632,Kimbala,B04-05,NE,Deviated,DryHole,Dry,2023-06-10,2023-10-28,143.3,0.0,2553.3,30.9,0.447,15.0,0.129,17.3,0.573,0.357,0.07,3077.7,3006.5,153.3,22.2,742.2,1697.7,F05,36.4
KW-1229,Kimbala-1229,526076.22,794341.17,32632,Kimbala,B04-07,NE,Vertical,DryHole,Dry,2023-08-14,2023-09-23,149.0,1.4,2453.4,64.9,0.468,29.1,0.158,8.2,0.498,0.426,0.076,3044.4,3044.4,,2.7,0.0,3019.1,F06,43.1
KW-1230,Kimbala-1230,511853.56,789714.71,32632,Kimbala,B04-04,NE,Horizontal,DryHole,Dry,2015-10-26,2016-03-13,155.4,19.9,2518.0,50.9,0.351,16.5,0.116,16.5,0.743,0.216,0.041,3971.7,3035.8,324.8,78.5,1070.6,1213.9,F04,34.2
KW-1231,Kimbala-1231,521984.06,793776.78,32632,Kimbala,B04-06,NE,Deviated,Abandoned,Plugged,2019-02-27,2019-05-01,140.9,17.0,2459.6,34.5,0.446,13.5,0.115,6.8,0.69,0.27,0.04,2891.9,2891.9,244.4,41.5,935.1,884.8,F06,30.9
KW-1232,Kimbala-1232,493842.81,787452.33,32632,Kimbala,B03-01,NW,Deviated,Producer,Oil,2019-04-10,2019-08-28,146.9,52.9,2579.0,26.7,0.345,8.6,0.141,12.9,0.645,0.31,0.045,3133.7,3133.7,199.7,23.5,1170.5,411.8,F01,36.1
KW-1233,Kimbala-1233,507854.15,774524.01,32632,Kimbala,B01-04,SW,Vertical,DryHole,Dry,2018-05-30,2018-09-01,136.1,49.6,2858.1,44.9,0.333,12.6,0.137,17.5,0.651,0.3,0.049,3436.1,3319.5,,3.6,0.0,1532.9,F04,37.2
KW-1234,Kimbala-1234,492392.27,787959.98,32632,Kimbala,B03-01,NW,Deviated,Producer,Oil,2023-10-16,2023-12-10,164.3,20.1,2585.6,54.1,0.261,13.2,0.104,3.9,0.573,0.376,0.051,3257.2,3140.9,136.2,50.7,663.0,118.6,F02,27.3
KW-1235,Kimbala-1235,518566.86,772089.71,32632,Kimbala,B01-05,SE,Horizontal,DryHole,Dry,2019-10-01,2019-12-12,139.5,27.4,2955.7,35.2,0.465,15.9,0.123,12.2,0.664,0.255,0.081,4716.2,3870.6,358.1,88.8,1643.8,1265.2,F06,34.5
KW-1236,Kimbala-1236,515443.32,786194.75,32632,Kimbala,B03-05,NE,Horizontal,Injector,WaterInjector,2019-10-17,2019-11-25,149.1,61.6,2550.3,53.2,0.448,21.5,0.145,65.3,0.601,0.305,0.093,5020.0,3562.7,53.0,83.7,2612.3,142.9,F05,45.0
KW-1237,Kimbala-1237,511906.91,779537.01,32632,Kimbala,B02-04,SE,Vertical,Abandoned,Plugged,2022-01-30,2022-06-20,120.5,48.6,2704.5,46.5,0.577,21.2,0.129,29.9,0.644,0.266,0.09,3180.2,3180.2,,3.5,0.0,1778.6,F05,39.5
KW-1238,Kimbala-1238,526339.7,794277.93,32632,Kimbala,B04-07,NE,Vertical,DryHole,Dry,2018-10-15,2019-03-10,153.9,45.5,2501.8,53.0,0.428,20.1,0.141,10.5,0.584,0.366,0.051,2988.7,2988.7,,1.8,0.0,3289.9,F06,38.4
KW-1239,Kimbala-1239,507618.27,777566.33,32632,Kimbala,B02-03,SW,Vertical,DryHole,Dry,2022-10-08,2023-01-14,146.3,33.2,2768.2,41.2,0.241,8.5,0.084,19.5,0.773,0.204,0.023,3006.7,3006.7,,6.0,0.0,463.3,F04,26.8
KW-1240,Kimbala-1240,513699.45,778309.51,32632,Kimbala,B02-04,SE,Vertical,DryHole,Dry,2024-04-27,2024-09-20,128.0,56.1,2737.7,38.5,0.286,9.5,0.111,8.7,0.554,0.386,0.06,3129.3,3129.3,,1.8,0.0,276.1,F05,29.7
KW-1241,Kimbala-1241,512283.28,781310.58,32632,Kimbala,B02-04,SE,Vertical,Abandoned,Plugged,2014-12-10,2015-02-25,145.1,34.7,2636.1,44.4,0.49,16.9,0.176,129.3,0.426,0.54,0.034,3342.0,3307.2,,4.6,0.0,1888.1,F05,51.6
KW-1242,Kimbala-1242,521867.19,794333.13,32632,Kimbala,B04-06,NE,Vertical,Producer,Gas,2021-09-10,2022-01-14,152.7,23.1,2509.3,44.8,0.538,18.2,0.164,8.1,0.487,0.472,0.041,3030.0,3030.0,,2.3,0.0,1107.8,F06,41.5
KW-1243,Kimbala-1243,508375.15,781073.84,32632,Kimbala,B02-04,SW,Deviated,Producer,Oil,2018-07-21,2018-10-13,133.9,38.4,2629.1,44.4,0.468,15.0,0.165,62.8,0.476,0.542,0.0,3321.5,3180.7,70.7,20.5,478.3,218.7,F04,46.9
KW-1244,Kimbala-1244,503901.58,793910.37,32632,Kimbala,B04-03,NW,Vertical,Producer,Oil,2020-05-13,2020-08-26,121.0,24.9,2494.7,62.9,0.413,23.8,0.14,16.6,0.518,0.448,0.034,3091.5,2948.3,,4.6,0.0,7164.5,F03,40.6
KW-1245,Kimbala-1245,502561.73,777073.57,32632,Kimbala,B01-03,SW,Vertical,Producer,Oil+Gas,2021-03-09,2021-06-12,145.7,35.5,2812.5,89.6,0.42,31.1,0.135,28.7,0.687,0.33,0.0,3302.8,3302.8,,2.0,0.0,4258.7,F04,43.0
KW-1246,Kimbala-1246,493072.49,784343.65,32632,Kimbala,B03-01,SW,Horizontal,Appraisal,Suspended,2022-05-21,2022-09-30,146.1,40.6,2650.5,48.4,0.455,19.2,0.141,8.4,0.55,0.414,0.036,5147.3,3216.9,104.1,86.4,3191.5,548.7,F01,37.6
KW-1247,Kimbala-1247,508561.5,794903.5,32632,Kimbala,B04-04,NW,Horizontal,Abandoned,Plugged,2019-07-02,2020-01-03,124.8,77.6,2484.0,62.4,0.37,18.7,0.111,10.8,0.536,0.432,0.032,4349.5,3209.6,81.6,81.5,2009.8,3096.1,F04,32.7
KW-1248,Kimbala-1248,498394.07,781925.26,32632,Kimbala,B02-02,SW,Vertical,Appraisal,Suspended,2024-02-12,2024-04-26,145.7,0.0,2640.4,64.4,0.307,18.0,0.118,8.4,0.714,0.256,0.03,3076.3,3076.3,,1.2,0.0,2164.1,F03,33.1
KW-1249,Kimbala-1249,521276.9,794415.74,32632,Kimbala,B04-06,NE,Deviated,Producer,Oil+Gas,2022-01-03,2022-05-08,146.2,52.8,2526.8,52.5,0.421,20.1,0.125,3.7,0.696,0.242,0.062,2883.4,2883.4,150.4,21.8,1135.6,1702.8,F06,32.8
KW-1250,Kimbala-1250,504760.96,784130.06,32632,Kimbala,B03-03,SW,Deviated,Producer,Oil,2014-10-25,2014-12-31,160.8,0.0,2552.5,65.9,0.445,26.3,0.151,33.3,0.46,0.483,0.057,2988.4,2988.4,331.4,33.6,477.3,4100.8,F04,45.3
KW-1251,Kimbala-1251,516423.41,786174.44,32632,Kimbala,B03-05,NE,Horizontal,Producer,Oil,2024-10-22,2024-12-31,143.5,53.3,2577.3,62.0,0.414,21.4,0.165,63.2,0.537,0.417,0.046,4173.8,3218.1,0.7,89.5,1982.8,807.2,F05,48.6
KW-1252,Kimbala-1252,491044.83,784594.88,32632,Kimbala,B03-01,SW,Vertical,Injector,GasInjector,2023-05-19,2023-07-21,151.5,26.1,2636.7,23.3,0.579,13.3,0.114,9.7,0.585,0.35,0.065,3007.4,3007.4,,1.9,0.0,932.0,F02,31.6
KW-1253,Kimbala-1253,505662.64,775723.58,32632,Kimbala,B01-03,SW,Deviated,Producer,Oil+Gas,2023-09-29,2023-11-20,137.5,56.7,2799.0,31.0,0.336,8.8,0.106,11.2,0.687,0.275,0.038,3340.1,3293.6,62.8,51.1,771.3,905.2,F04,29.3
KW-1254,Kimbala-1254,515353.37,798578.76,32632,Kimbala,B05-05,NE,Deviated,Appraisal,Suspended,2016-08-13,2016-11-01,139.6,21.2,2537.4,40.0,0.347,13.9,0.142,10.0,0.65,0.291,0.059,2885.1,2885.1,6.2,26.9,352.1,2770.6,F04,36.9
KW-1255,Kimbala-1255,511681.44,791343.56,32632,Kimbala,B04-04,NE,Deviated,Producer,Oil,2018-09-27,2018-11-12,156.4,28.5,2527.7,48.6,0.481,21.7,0.106,7.9,0.637,0.273,0.09,2969.4,2969.4,200.0,29.9,1139.3,703.0,F04,31.7
KW-1256,Kimbala-1256,492439.67,782960.2,32632,Kimbala,B02-01,SW,Deviated,DryHole,Dry,2015-09-23,2016-02-10,136.2,14.8,2657.0,55.4,0.438,20.0,0.156,7.0,0.676,0.228,0.096,3175.6,3175.6,129.1,23.4,610.5,331.4,F01,40.0
KW-1257,Kimbala-1257,494306.73,788466.46,32632,Kimbala,B03-01,NW,Vertical,Producer,Oil,2020-09-18,2021-02-03,158.9,37.2,2563.7,56.6,0.345,18.9,0.099,4.6,0.623,0.404,0.0,3080.4,3080.4,,-0.5,0.0,571.1,F01,28.2
KW-1258,Kimbala-1258,526346.19,789848.67,32632,Kimbala,B04-07,NE,Deviated,Appraisal,Suspended,2022-07-19,2022-12-14,141.5,48.9,2492.5,63.2,0.609,35.2,0.138,19.3,0.557,0.415,0.028,3087.0,3063.1,191.8,23.4,876.4,3693.4,F07,43.5
KW-1259,Kimbala-1259,511232.28,782552.18,32632,Kimbala,B02-04,SE,Deviated,Producer,Gas,2023-12-08,2024-04-18,123.4,61.7,2633.7,93.3,0.514,42.2,0.212,191.8,0.454,0.501,0.044,3317.9,3317.9,239.2,47.4,370.7,2554.4,F04,65.8
KW-1260,Kimbala-1260,522260.48,794163.11,32632,Kimbala,B04-06,NE,Horizontal,Producer,Oil+Gas,2018-12-29,2019-04-22,151.3,18.9,2478.8,62.3,0.339,19.7,0.122,35.5,0.656,0.35,0.0,3965.3,2954.2,59.8,78.8,1055.2,688.9,F06,38.4
KW-1261,Kimbala-1261,513616.08,781712.68,32632,Kimbala,B02-04,SE,Horizontal,Producer,Oil,2021-07-16,2021-10-28,165.9,25.6,2621.3,72.0,0.593,47.0,0.203,83.1,0.452,0.543,0.006,3983.3,3402.0,342.3,81.7,1234.9,710.6,F05,62.7
KW-1262,Kimbala-1262,499722.92,774161.83,32632,Kimbala,B01-02,SW,Vertical,DryHole,Dry,2023-04-11,2023-06-13,144.8,73.1,2843.2,43.6,0.497,18.4,0.13,11.2,0.405,0.517,0.078,3320.3,3320.3,,0.6,0.0,3543.4,F03,36.2
KW-1263,Kimbala-1263,503602.98,782833.37,32632,Kimbala,B02-03,SW,Horizontal,Producer,Oil,2017-08-24,2017-11-03,160.3,44.4,2628.1,69.3,0.525,32.4,0.198,50.1,0.353,0.589,0.058,4525.2,3174.3,140.1,90.9,2159.5,4854.1,F04,56.5
KW-1264,Kimbala-1264,516109.94,789746.57,32632,Kimbala,B04-05,NE,Vertical,Producer,Oil,2021-11-06,2022-01-23,157.3,30.0,2570.5,54.0,0.352,16.0,0.14,12.9,0.608,0.36,0.032,3067.1,3067.1,,1.7,0.0,446.3,F05,37.8
KW-1265,Kimbala-1265,492504.28,782327.88,32632,Kimbala,B02-01,SW,Vertical,Appraisal,Suspended,2023-01-11,2023-03-09,144.9,21.7,2703.5,44.3,0.543,20.5,0.121,8.4,0.659,0.259,0.082,3270.8,3270.8,,-1.1,0.0,571.6,F01,34.3
KW-1266,Kimbala-1266,506108.27,775920.68,32632,Kimbala,B01-03,SW,Deviated,Producer,Oil+Gas,2021-10-21,2022-03-16,133.2,64.8,2806.6,62.8,0.48,31.3,0.095,15.2,0.608,0.346,0.046,3189.7,3189.7,273.9,27.2,721.3,531.6,F04,33.8
KW-1267,Kimbala-1267,524040.94,786893.13,32632,Kimbala,B03-06,NE,Vertical,DryHole,Dry,2017-10-08,2017-12-18,141.7,8.5,2550.6,51.2,0.516,24.7,0.158,71.3,0.468,0.431,0.101,3166.6,3127.8,,4.0,0.0,2473.1,F06,48.3
KW-1268,Kimbala-1268,498789.32,785352.02,32632,Kimbala,B03-02,NW,Horizontal,DryHole,Dry,2022-01-07,2022-08-03,129.0,39.4,2582.7,58.5,0.475,25.3,0.147,30.7,0.355,0.568,0.077,5142.0,3085.9,115.3,84.5,2924.5,2539.8,F03,44.0
KW-1269,Kimbala-1269,518279.23,798210.99,32632,Kimbala,B05-05,NE,Vertical,DryHole,Dry,2018-11-17,2019-02-22,132.6,39.3,2501.0,72.1,0.35,20.8,0.126,9.1,0.574,0.334,0.092,2888.3,2888.3,,3.6,0.0,609.5,F05,35.4
KW-1270,Kimbala-1270,514535.16,788946.88,32632,Kimbala,B03-05,NE,Deviated,Producer,Oil,2023-11-02,2023-12-10,145.5,49.6,2536.6,45.0,0.48,19.5,0.13,6.7,0.541,0.387,0.073,2899.5,2899.5,322.5,46.4,1059.6,1751.2,F05,35.1
KW-1271,Kimbala-1271,505485.81,792405.84,32632,Kimbala,B04-03,NW,Vertical,Abandoned,Plugged,2021-02-20,2021-05-15,135.5,32.9,2499.5,50.5,0.329,13.1,0.126,24.7,0.703,0.277,0.019,2868.9,2868.9,,-0.6,0.0,5577.5,F04,36.4
KW-1272,Kimbala-1272,510477.42,790290.58,32632,Kimbala,B04-04,NE,Vertical,DryHole,Dry,2021-11-28,2022-01-30,160.5,22.9,2550.6,48.3,0.353,15.0,0.125,11.4,0.552,0.379,0.069,3167.9,3167.9,,5.1,0.0,252.6,F04,34.6
KW-1273,Kimbala-1273,506469.74,791816.03,32632,Kimbala,B04-03,NW,Vertical,Appraisal,Suspended,2023-03-23,2023-07-26,141.5,37.3,2492.8,47.7,0.414,18.9,0.146,24.4,0.524,0.417,0.059,3319.7,3319.7,,8.5,0.0,4491.5,F04,41.5
KW-1274,Kimbala-1274,522232.64,786420.63,32632,Kimbala,B03-06,NE,Vertical,Producer,Oil,2021-05-29,2021-10-09,148.0,28.2,2553.6,70.5,0.497,38.6,0.171,49.1,0.574,0.378,0.048,2913.1,2913.1,,0.2,0.0,791.4,F06,53.1
KW-1275,Kimbala-1275,522690.02,783344.95,32632,Kimbala,B03-06,SE,Vertical,Producer,Gas,2022-03-29,2022-06-30,159.4,26.0,2595.4,81.5,0.305,24.7,0.133,33.7,0.562,0.339,0.099,3029.4,3029.4,,3.1,0.0,1838.9,F06,41.5
KW-1276,Kimbala-1276,508635.1,785681.27,32632,Kimbala,B03-04,NW,Horizontal,Appraisal,Suspended,2018-10-15,2018-12-18,126.2,31.6,2571.3,48.3,0.455,18.0,0.114,94.8,0.784,0.168,0.047,3677.2,3350.7,246.4,85.5,835.0,808.1,F04,39.6
KW-1277,Kimbala-1277,501793.55,787344.67,32632,Kimbala,B03-03,NW,Horizontal,Injector,WaterInjector,2020-07-04,2021-01-15,134.6,54.1,2519.9,72.0,0.516,32.5,0.147,102.9,0.444,0.478,0.078,4337.4,3098.1,187.3,89.3,1996.7,5532.6,F03,49.5
KW-1278,Kimbala-1278,505171.88,791727.83,32632,Kimbala,B04-03,NW,Vertical,Appraisal,Suspended,2015-05-09,2015-09-12,141.4,49.1,2523.6,42.1,0.362,15.4,0.147,23.6,0.64,0.3,0.06,3280.1,3280.1,,2.5,0.0,5741.8,F04,40.7
KW-1279,Kimbala-1279,503248.66,790111.54,32632,Kimbala,B04-03,NW,Deviated,Appraisal,Suspended,2018-12-07,2019-04-17,156.3,33.2,2483.8,58.7,0.354,17.1,0.166,70.6,0.509,0.464,0.026,2779.7,2779.7,335.2,44.7,628.3,6971.8,F03,48.0
KW-1280,Kimbala-1280,505368.96,793277.8,32632,Kimbala,B04-03,NW,Horizontal,Injector,WaterInjector,2018-06-07,2019-01-12,124.7,52.8,2515.7,51.4,0.495,26.0,0.136,18.0,0.678,0.21,0.111,4733.7,3041.7,79.3,79.6,2104.6,5875.2,F04,40.5
KW-1281,Kimbala-1281,515474.05,790589.91,32632,Kimbala,B04-05,NE,Vertical,Producer,Oil,2019-12-05,2020-02-25,157.3,12.7,2519.3,38.6,0.34,9.2,0.129,11.4,0.785,0.151,0.065,2948.3,2948.3,,0.6,0.0,1283.8,F05,33.8
KW-1282,Kimbala-1282,496833.05,788747.45,32632,Kimbala,B03-02,NW,Horizontal,Appraisal,Suspended,2015-06-23,2015-08-12,124.5,42.7,2520.9,53.2,0.549,25.9,0.143,8.4,0.479,0.41,0.111,4803.9,3438.7,129.8,89.3,2571.4,564.1,F03,39.7
KW-1283,Kimbala-1283,498450.09,779843.43,32632,Kimbala,B02-02,SW,Vertical,DryHole,Dry,2024-06-27,2024-08-13,144.8,76.7,2724.8,53.3,0.316,16.1,0.107,8.3,0.585,0.377,0.038,3294.4,3294.4,,3.7,0.0,2232.0,F03,30.5
KW-1284,Kimbala-1284,511068.41,782946.83,32632,Kimbala,B02-04,SE,Horizontal,Producer,Oil,2021-03-11,2021-04-18,142.2,23.4,2621.7,89.4,0.652,52.0,0.162,199.1,0.514,0.434,0.052,3975.3,3312.8,56.8,84.2,1280.3,2287.6,F04,59.1
KW-1285,Kimbala-1285,506067.82,792543.69,32632,Kimbala,B04-03,NW,Vertical,Appraisal,Suspended,2019-07-11,2019-08-05,151.5,50.8,2489.2,56.5,0.288,15.5,0.123,21.0,0.582,0.332,0.086,3051.8,3051.8,,2.3,0.0,5037.5,F04,36.1
KW-1286,Kimbala-1286,505091.93,774003.0,32632,Kimbala,B01-03,SW,Vertical,Producer,Oil,2020-10-09,2021-03-02,167.1,43.6,2892.0,40.9,0.367,14.7,0.129,9.7,0.508,0.407,0.085,3684.1,3684.1,,-0.1,0.0,976.8,F04,34.6
KW-1287,Kimbala-1287,513250.46,775774.38,32632,Kimbala,B01-04,SE,Vertical,Appraisal,Suspended,2021-07-10,2021-09-14,148.2,6.0,2840.8,73.6,0.34,22.1,0.113,14.6,0.665,0.257,0.078,3303.6,3292.6,,3.9,0.0,507.3,F05,34.8
KW-1288,Kimbala-1288,506125.6,772602.7,32632,Kimbala,B01-03,SW,Vertical,DryHole,Dry,2020-07-19,2020-11-27,134.2,2.4,2906.1,53.3,0.441,19.0,0.084,7.4,0.704,0.232,0.064,3598.1,3598.1,,2.3,0.0,404.4,F04,26.8
KW-1289,Kimbala-1289,491307.21,787370.28,32632,Kimbala,B03-01,NW,Vertical,Appraisal,Suspended,2017-07-04,2017-09-02,146.3,36.3,2640.7,40.5,0.413,15.0,0.134,23.0,0.655,0.279,0.067,3008.8,3008.8,,-0.1,0.0,911.2,F02,38.3
KW-1290,Kimbala-1290,512502.32,771493.15,32632,Kimbala,B01-04,SE,Horizontal,Appraisal,Suspended,2018-09-22,2019-02-10,130.6,24.6,2956.4,38.8,0.4,13.8,0.168,10.0,0.566,0.377,0.057,5158.7,3764.4,227.9,86.0,2467.9,904.1,F05,41.6
KW-1291,Kimbala-1291,520457.18,779821.32,32632,Kimbala,B02-06,SE,Horizontal,Producer,Oil,2019-04-16,2019-10-28,153.2,31.6,2664.0,74.7,0.367,18.7,0.121,12.6,0.611,0.366,0.023,4343.1,3219.7,260.3,89.7,1411.1,334.9,F06,34.9
KW-1292,Kimbala-1292,491340.97,787776.7,32632,Kimbala,B03-01,NW,Vertical,Producer,Gas,2024-11-22,2024-12-31,150.8,77.8,2601.4,39.7,0.392,15.0,0.133,9.6,0.571,0.316,0.113,3228.4,3228.4,,6.5,0.0,912.9,F02,35.5
KW-1293,Kimbala-1293,510980.34,778941.08,32632,Kimbala,B02-04,SE,Deviated,Appraisal,Suspended,2021-04-03,2021-05-14,128.9,42.0,2742.7,56.9,0.48,25.8,0.121,42.1,0.513,0.44,0.047,3180.4,3180.4,276.1,48.5,1108.6,2513.0,F05,40.3
KW-1294,Kimbala-1294,517420.01,778835.34,32632,Kimbala,B02-05,SE,Vertical,Producer,Oil+Gas,2021-08-30,2021-12-08,135.1,45.6,2737.1,53.7,0.286,11.9,0.116,13.7,0.648,0.272,0.08,3156.6,3156.6,,4.4,0.0,2306.3,F06,32.5
KW-1295,Kimbala-1295,511201.3,772601.31,32632,Kimbala,B01-04,SE,Horizontal,Appraisal,Suspended,2019-01-29,2019-03-20,150.4,30.6,2928.5,42.1,0.406,15.0,0.077,6.7,0.741,0.194,0.066,4798.5,3588.8,28.5,85.7,2010.2,641.3,F05,24.3
KW-1296,Kimbala-1296,506378.67,794662.37,32632,Kimbala,B04-03,NW,Horizontal,Producer,Oil,2023-09-20,2023-11-05,167.5,28.0,2474.5,63.6,0.515,29.9,0.113,14.2,0.657,0.294,0.049,5204.3,3348.4,332.5,88.3,3184.0,5179.3,F04,36.6
KW-1297,Kimbala-1297,521169.46,777504.17,32632,Kimbala,B02-06,SE,Horizontal,Producer,Oil,2023-05-29,2023-11-25,135.6,2.2,2796.2,41.3,0.366,14.7,0.13,16.3,0.426,0.533,0.041,4969.4,3643.6,126.3,88.2,2443.1,1669.3,F06,36.4
KW-1298,Kimbala-1298,507311.55,780696.7,32632,Kimbala,B02-03,SW,Deviated,DryHole,Dry,2023-12-15,2024-02-21,134.7,40.6,2665.3,71.0,0.523,33.1,0.168,70.7,0.589,0.335,0.076,3270.2,3190.5,257.9,49.7,701.3,698.7,F04,52.3
KW-1299,Kimbala-1299,491771.05,785072.88,32632,Kimbala,B03-01,NW,Deviated,DryHole,Dry,2021-11-30,2022-02-18,148.4,50.4,2621.9,47.6,0.357,14.1,0.119,9.2,0.615,0.305,0.08,3275.6,3275.6,95.6,22.7,1128.0,249.9,F02,32.5
KW-1300,Kimbala-1300,507001.66,780610.55,32632,Kimbala,B02-03,SW,Vertical,Abandoned,Plugged,2021-09-04,2021-10-07,144.6,46.9,2657.5,57.8,0.339,17.8,0.154,65.2,0.553,0.371,0.076,3298.7,3298.7,,-0.1,0.0,972.6,F04,45.7
KW-1301,Kimbala-1301,505149.16,786128.4,32632,Kimbala,B03-03,NW,Deviated,Producer,Oil+Gas,2020-11-06,2020-12-03,158.6,21.4,2532.7,67.1,0.403,25.9,0.156,66.7,0.483,0.468,0.049,3068.5,3068.5,105.5,44.0,1033.6,4281.5,F04,48.1
KW-1302,Kimbala-1302,496060.79,787315.15,32632,Kimbala,B03-02,NW,Vertical,Appraisal,Suspended,2023-03-19,2023-07-18,158.6,41.6,2584.5,43.9,0.364,14.5,0.094,9.1,0.632,0.327,0.041,3110.6,3110.6,,0.0,0.0,199.9,F03,28.1
