X_UTM_m,Y_UTM_m,Top_Reservoir_TVDSS_m,Gross_Thickness_m,Porosity_frac,Permeability_mD,Distance_to_Fault_m,SweetSpot_Index
511822.1,788324.2,2535.4,47.3,0.114,6.8,1521.7,0.012
511822.1,788674.2,2532.9,47.2,0.121,10.2,1424.8,0.009
511822.1,789024.2,2530.6,48.3,0.136,5.7,1328.9,0.007
511822.1,789374.2,2528.6,51.3,0.103,3.9,1254.7,0.005
511822.1,789724.2,2526.8,39.8,0.139,9.1,1181.1,0.005
511822.1,790074.2,2525.2,33.4,0.124,6.3,1107.5,0.004
511822.1,790424.2,2523.8,41.8,0.117,5.3,1033.8,0.003
511822.1,790774.2,2522.6,41.4,0.128,8.6,960.2,0.003
511822.1,791124.2,2521.6,52.8,0.137,13.4,886.6,0.003
511822.1,791474.2,2520.7,49.0,0.122,13.5,812.9,0.002
511822.1,791824.2,2520.0,49.5,0.124,11.0,739.3,0.002
511822.1,792174.2,2519.3,40.8,0.115,11.6,665.7,0.002
511822.1,792524.2,2518.7,44.0,0.116,8.8,592.0,0.001
511822.1,792874.2,2518.1,40.5,0.118,7.4,518.4,0.001
511822.1,793224.2,2517.6,44.7,0.106,8.7,444.8,0.001
511822.1,793574.2,2517.0,36.7,0.114,7.4,371.1,0.001
511822.1,793924.2,2516.5,47.5,0.128,5.3,297.5,0.001
511822.1,794274.2,2515.8,34.3,0.108,7.1,223.9,0.0
511822.1,794624.2,2515.1,50.9,0.108,8.1,150.3,0.0
511822.1,794974.2,2514.3,38.7,0.1,6.6,76.6,0.0
511822.1,795324.2,2513.4,37.7,0.14,6.3,3.0,0.0
511822.1,795674.2,2512.3,28.1,0.106,5.8,70.6,0.0
511822.1,796024.2,2511.1,42.6,0.114,6.7,144.3,0.0
511822.1,796374.2,2509.7,45.8,0.127,5.9,217.9,0.0
511822.1,796724.2,2508.0,42.0,0.123,7.4,291.5,0.0
511822.1,797074.2,2506.2,43.4,0.116,8.1,365.2,0.0
511822.1,797424.2,2504.1,47.1,0.132,13.3,438.8,0.0
511822.1,797774.2,2501.7,41.9,0.121,5.7,512.4,0.0
511822.1,798124.2,2499.0,55.9,0.106,7.4,586.1,0.0
511822.1,798474.2,2496.1,42.0,0.12,6.2,659.7,0.0
512172.1,771524.2,2953.2,45.7,0.1,7.2,577.2,0.0
512172.1,771874.2,2944.3,32.4,0.104,9.1,485.7,0.0
512172.1,772224.2,2935.1,32.5,0.121,6.5,394.2,0.0
512172.1,772574.2,2925.7,45.2,0.099,11.4,302.7,0.0
512172.1,772924.2,2915.9,26.5,0.104,4.9,211.3,0.0
512172.1,773274.2,2906.0,35.1,0.101,8.5,119.8,0.0
512172.1,773624.2,2895.8,43.2,0.102,9.6,28.3,0.0
512172.1,773974.2,2885.3,44.7,0.126,7.5,63.2,0.0
512172.1,774324.2,2874.7,40.9,0.084,6.5,154.6,0.0
512172.1,774674.2,2864.0,39.0,0.119,7.9,246.1,0.0
512172.1,775024.2,2853.0,45.8,0.122,6.3,337.6,0.0
512172.1,775374.2,2842.0,36.0,0.115,7.3,429.1,0.0
512172.1,775724.2,2830.8,47.9,0.102,8.1,520.5,0.0
512172.1,776074.2,2819.6,32.7,0.104,7.6,612.0,0.001
512172.1,776424.2,2808.4,41.3,0.091,5.5,703.5,0.002
512172.1,776774.2,2797.1,49.1,0.097,8.7,795.0,0.003
512172.1,777124.2,2785.7,59.7,0.088,8.8,886.5,0.006
512172.1,777474.2,2774.5,47.4,0.116,10.8,977.9,0.01
512172.1,777824.2,2763.2,36.5,0.111,8.5,1069.4,0.017
512172.1,778174.2,2752.1,49.4,0.117,8.7,1160.9,0.027
512172.1,778524.2,2741.0,47.4,0.129,12.0,1253.3,0.042
512172.1,778874.2,2730.0,51.1,0.138,20.4,1346.5,0.063
512172.1,779224.2,2719.2,57.3,0.112,27.0,1439.7,0.093
512172.1,779574.2,2708.5,51.1,0.143,30.3,1532.9,0.131
512172.1,779924.2,2698.0,48.1,0.129,32.0,1626.1,0.178
512172.1,780274.2,2687.8,59.9,0.137,51.1,1719.3,0.234
512172.1,780624.2,2677.7,52.5,0.15,65.7,1812.6,0.297
512172.1,780974.2,2667.9,59.2,0.155,93.7,1905.8,0.365
512172.1,781324.2,2658.3,72.9,0.185,71.3,1999.0,0.433
512172.1,781674.2,2649.1,70.8,0.182,97.5,2092.2,0.496
512172.1,782024.2,2640.1,84.5,0.189,120.6,2185.4,0.548
512172.1,782374.2,2631.4,81.7,0.181,133.6,2278.6,0.586
512172.1,782724.2,2623.0,83.2,0.192,219.0,2371.8,0.605
512172.1,783074.2,2615.0,80.0,0.19,133.0,2465.0,0.603
512172.1,783424.2,2607.3,78.3,0.195,86.1,2558.2,0.58
512172.1,783774.2,2599.9,64.7,0.181,80.9,2651.4,0.54
512172.1,784124.2,2592.9,76.5,0.166,79.8,2744.7,0.485
512172.1,784474.2,2586.3,71.0,0.159,92.1,2837.9,0.421
512172.1,784824.2,2580.0,69.8,0.163,82.7,2827.8,0.353
512172.1,785174.2,2574.1,73.4,0.162,63.3,2730.8,0.286
512172.1,785524.2,2568.5,43.8,0.148,57.9,2633.9,0.224
512172.1,785874.2,2563.3,58.3,0.126,57.9,2536.9,0.17
512172.1,786224.2,2558.4,56.0,0.13,39.3,2439.9,0.125
512172.1,786574.2,2554.0,56.5,0.14,22.8,2342.9,0.089
512172.1,786924.2,2549.8,47.1,0.138,16.6,2245.9,0.062
512172.1,787274.2,2546.0,55.3,0.114,19.4,2149.0,0.042
512172.1,787624.2,2542.5,46.3,0.104,13.5,2052.0,0.028
512172.1,787974.2,2539.4,36.0,0.126,9.0,1955.0,0.018
512172.1,788324.2,2536.5,46.4,0.118,10.5,1858.0,0.012
512172.1,788674.2,2533.9,47.6,0.128,12.3,1761.1,0.008
512172.1,789024.2,2531.6,57.8,0.116,8.2,1670.5,0.006
512172.1,789374.2,2529.6,39.2,0.127,8.8,1596.9,0.004
512172.1,789724.2,2527.8,43.3,0.134,12.2,1523.3,0.004
512172.1,790074.2,2526.2,38.0,0.117,6.7,1449.6,0.003
512172.1,790424.2,2524.9,34.0,0.097,6.2,1376.0,0.002
512172.1,790774.2,2523.7,45.2,0.128,6.3,1302.4,0.002
512172.1,791124.2,2522.7,44.9,0.108,10.0,1228.7,0.002
512172.1,791474.2,2521.8,46.0,0.112,6.7,1155.1,0.002
512172.1,791824.2,2521.0,39.9,0.11,12.1,1081.5,0.001
512172.1,792174.2,2520.4,49.6,0.118,9.1,1007.8,0.001
512172.1,792524.2,2519.7,45.3,0.147,7.2,934.2,0.001
512172.1,792874.2,2519.2,47.6,0.124,10.0,860.6,0.001
512172.1,793224.2,2518.6,32.0,0.121,5.3,786.9,0.001
512172.1,793574.2,2518.1,51.0,0.146,8.1,713.3,0.0
512172.1,793924.2,2517.5,35.3,0.106,6.4,639.7,0.0
512172.1,794274.2,2516.9,40.4,0.095,7.0,566.0,0.0
512172.1,794624.2,2516.2,44.8,0.114,8.2,492.4,0.0
512172.1,794974.2,2515.4,52.6,0.116,7.2,418.8,0.0
512172.1,795324.2,2514.5,41.8,0.102,5.1,345.2,0.0
512172.1,795674.2,2513.4,36.0,0.097,7.1,271.5,0.0
512172.1,796024.2,2512.2,41.7,0.108,6.7,197.9,0.0
512172.1,796374.2,2510.7,39.4,0.099,11.3,124.3,0.0
512172.1,796724.2,2509.1,40.6,0.119,8.6,50.6,0.0
512172.1,797074.2,2507.2,36.3,0.099,6.1,23.0,0.0
512172.1,797424.2,2505.1,44.3,0.113,7.7,96.6,0.0
512172.1,797774.2,2502.7,29.5,0.115,5.6,170.3,0.0
512172.1,798124.2,2500.1,28.7,0.121,8.4,243.9,0.0
512172.1,798474.2,2497.1,49.3,0.102,6.2,317.5,0.0
512522.1,771524.2,2954.2,52.4,0.107,8.1,915.0,0.0
512522.1,771874.2,2945.3,42.0,0.102,8.2,823.5,0.0
512522.1,772224.2,2936.1,38.0,0.112,7.2,732.1,0.0
512522.1,772574.2,2926.7,42.0,0.116,5.3,640.6,0.0
512522.1,772924.2,2916.9,31.6,0.088,8.1,549.1,0.0
512522.1,773274.2,2907.0,46.4,0.095,8.8,457.6,0.0
512522.1,773624.2,2896.8,35.5,0.113,6.6,366.1,0.0
512522.1,773974.2,2886.3,30.3,0.109,9.3,274.7,0.0
512522.1,774324.2,2875.7,33.8,0.095,6.9,183.2,0.0
512522.1,774674.2,2865.0,26.9,0.103,7.3,91.7,0.0
512522.1,775024.2,2854.0,36.5,0.106,7.3,0.2,0.0
512522.1,775374.2,2843.0,36.5,0.097,9.5,91.2,0.0
512522.1,775724.2,2831.9,45.3,0.093,6.3,182.7,0.0
512522.1,776074.2,2820.6,44.1,0.107,9.6,274.2,0.001
512522.1,776424.2,2809.4,33.0,0.103,10.6,365.7,0.001
512522.1,776774.2,2798.1,50.7,0.129,6.2,457.1,0.003
512522.1,777124.2,2786.8,39.3,0.111,6.9,548.6,0.005
512522.1,777474.2,2775.5,43.7,0.112,6.2,640.1,0.008
512522.1,777824.2,2764.2,41.7,0.104,8.4,731.6,0.014
512522.1,778174.2,2753.1,45.6,0.127,10.9,823.0,0.023
512522.1,778524.2,2742.0,47.3,0.135,20.9,915.9,0.037
512522.1,778874.2,2731.0,47.9,0.138,20.3,1009.1,0.056
512522.1,779224.2,2720.2,50.0,0.109,18.8,1102.4,0.083
512522.1,779574.2,2709.5,56.5,0.137,35.0,1195.6,0.118
512522.1,779924.2,2699.0,56.9,0.124,38.2,1288.8,0.163
512522.1,780274.2,2688.8,46.3,0.131,46.8,1382.0,0.217
512522.1,780624.2,2678.7,50.3,0.151,51.0,1475.2,0.279
512522.1,780974.2,2668.9,67.9,0.16,70.8,1568.4,0.347
512522.1,781324.2,2659.3,69.0,0.152,98.5,1661.6,0.417
512522.1,781674.2,2650.1,62.8,0.175,96.6,1754.8,0.483
512522.1,782024.2,2641.1,78.3,0.193,111.8,1848.0,0.541
512522.1,782374.2,2632.4,77.1,0.186,125.0,1941.2,0.586
512522.1,782724.2,2624.0,76.2,0.183,202.4,2034.5,0.612
512522.1,783074.2,2616.0,84.5,0.207,86.0,2127.7,0.618
512522.1,783424.2,2608.3,90.7,0.185,109.7,2220.9,0.602
512522.1,783774.2,2600.9,80.9,0.192,199.8,2314.1,0.567
512522.1,784124.2,2593.9,58.9,0.192,117.2,2407.3,0.515
512522.1,784474.2,2587.3,76.5,0.18,117.6,2500.5,0.453
512522.1,784824.2,2581.0,65.0,0.142,61.1,2593.7,0.384
512522.1,785174.2,2575.1,55.8,0.161,90.4,2686.9,0.315
512522.1,785524.2,2569.5,50.9,0.158,47.1,2780.1,0.25
512522.1,785874.2,2564.3,53.8,0.143,38.7,2873.2,0.192
512522.1,786224.2,2559.5,42.7,0.132,37.7,2776.2,0.142
512522.1,786574.2,2555.0,43.7,0.141,28.0,2679.2,0.102
512522.1,786924.2,2550.8,47.7,0.107,13.9,2582.2,0.071
512522.1,787274.2,2547.0,46.5,0.139,22.8,2485.3,0.048
512522.1,787624.2,2543.5,42.7,0.137,8.1,2388.3,0.032
512522.1,787974.2,2540.4,43.8,0.13,8.5,2291.3,0.021
512522.1,788324.2,2537.5,49.7,0.115,8.1,2194.3,0.013
512522.1,788674.2,2534.9,51.0,0.113,8.8,2097.4,0.009
512522.1,789024.2,2532.7,48.0,0.115,8.1,2012.7,0.006
512522.1,789374.2,2530.6,42.3,0.117,9.9,1939.1,0.004
512522.1,789724.2,2528.8,28.2,0.109,8.4,1865.4,0.003
512522.1,790074.2,2527.3,50.3,0.124,10.0,1791.8,0.002
512522.1,790424.2,2525.9,48.5,0.105,9.2,1718.2,0.002
512522.1,790774.2,2524.7,58.4,0.131,7.6,1644.5,0.001
512522.1,791124.2,2523.7,47.7,0.125,5.7,1570.9,0.001
512522.1,791474.2,2522.8,47.6,0.125,12.0,1497.3,0.001
512522.1,791824.2,2522.0,42.7,0.104,4.7,1423.6,0.001
512522.1,792174.2,2521.4,49.7,0.122,6.6,1350.0,0.001
512522.1,792524.2,2520.8,52.9,0.13,5.8,1276.4,0.001
512522.1,792874.2,2520.2,52.2,0.119,5.9,1202.7,0.0
512522.1,793224.2,2519.7,49.3,0.126,8.0,1129.1,0.0
512522.1,793574.2,2519.1,49.3,0.111,9.8,1055.5,0.0
512522.1,793924.2,2518.5,51.7,0.107,6.3,981.8,0.0
512522.1,794274.2,2517.9,39.5,0.109,6.0,908.2,0.0
512522.1,794624.2,2517.2,45.0,0.13,7.8,834.6,0.0
512522.1,794974.2,2516.4,50.7,0.101,4.4,761.0,0.0
512522.1,795324.2,2515.5,47.4,0.114,10.8,687.3,0.0
512522.1,795674.2,2514.4,39.6,0.116,5.8,613.7,0.0
512522.1,796024.2,2513.2,44.8,0.114,6.3,540.1,0.0
512522.1,796374.2,2511.7,40.2,0.099,5.3,466.4,0.0
512522.1,796724.2,2510.1,44.6,0.109,7.4,392.8,0.0
512522.1,797074.2,2508.2,35.6,0.124,8.5,319.2,0.0
512522.1,797424.2,2506.1,50.4,0.104,7.7,245.5,0.0
512522.1,797774.2,2503.7,37.5,0.093,6.3,171.9,0.0
512522.1,798124.2,2501.1,42.3,0.102,10.9,98.3,0.0
512522.1,798474.2,2498.1,43.0,0.103,5.0,24.6,0.0
512872.1,771524.2,2955.2,43.6,0.104,7.6,1252.8,0.0
512872.1,771874.2,2946.3,39.2,0.108,6.5,1161.4,0.0
512872.1,772224.2,2937.1,36.8,0.11,6.2,1069.9,0.0
512872.1,772574.2,2927.6,54.6,0.105,8.9,978.4,0.0
512872.1,772924.2,2917.9,47.2,0.108,6.5,886.9,0.0
512872.1,773274.2,2907.9,38.5,0.09,5.3,795.5,0.0
512872.1,773624.2,2897.7,26.7,0.11,10.1,704.0,0.0
512872.1,773974.2,2887.3,52.0,0.115,6.4,612.5,0.0
512872.1,774324.2,2876.7,46.0,0.109,6.6,521.0,0.0
512872.1,774674.2,2865.9,43.2,0.117,7.9,429.6,0.0
512872.1,775024.2,2855.0,43.8,0.093,6.8,338.1,0.0
512872.1,775374.2,2844.0,29.5,0.096,5.7,246.6,0.0
512872.1,775724.2,2832.8,38.3,0.104,7.1,155.1,0.0
512872.1,776074.2,2821.6,39.8,0.092,4.4,63.6,0.001
512872.1,776424.2,2810.3,27.6,0.111,7.1,27.8,0.001
512872.1,776774.2,2799.0,38.1,0.101,7.9,119.3,0.002
512872.1,777124.2,2787.7,39.0,0.101,3.5,210.8,0.004
512872.1,777474.2,2776.4,46.2,0.114,11.0,302.3,0.007
512872.1,777824.2,2765.2,43.9,0.104,12.1,393.7,0.012
512872.1,778174.2,2754.0,50.3,0.114,8.7,485.4,0.02
512872.1,778524.2,2742.9,50.3,0.115,14.6,578.6,0.032
512872.1,778874.2,2732.0,41.1,0.115,16.3,671.8,0.049
512872.1,779224.2,2721.2,43.9,0.121,29.2,765.0,0.073
512872.1,779574.2,2710.5,52.2,0.114,19.1,858.2,0.106
512872.1,779924.2,2700.0,54.1,0.127,30.2,951.4,0.148
512872.1,780274.2,2689.7,60.0,0.148,81.7,1044.6,0.2
512872.1,780624.2,2679.7,67.6,0.151,91.1,1137.8,0.26
512872.1,780974.2,2669.9,56.5,0.157,69.9,1231.0,0.328
512872.1,781324.2,2660.3,63.7,0.166,112.9,1324.3,0.399
512872.1,781674.2,2651.0,71.6,0.175,81.4,1417.5,0.468
512872.1,782024.2,2642.0,65.9,0.197,105.4,1510.7,0.531
512872.1,782374.2,2633.3,69.6,0.191,129.6,1603.9,0.581
512872.1,782724.2,2625.0,75.1,0.191,296.2,1697.1,0.615
512872.1,783074.2,2616.9,83.2,0.186,137.0,1790.3,0.628
512872.1,783424.2,2609.2,77.9,0.189,194.9,1883.5,0.62
512872.1,783774.2,2601.9,79.4,0.184,66.1,1976.7,0.591
512872.1,784124.2,2594.9,72.5,0.183,89.0,2069.9,0.544
512872.1,784474.2,2588.2,77.6,0.167,101.0,2163.1,0.484
512872.1,784824.2,2581.9,64.3,0.173,103.6,2256.4,0.416
512872.1,785174.2,2576.0,72.0,0.167,59.9,2349.6,0.345
512872.1,785524.2,2570.5,54.9,0.151,67.9,2442.8,0.277
512872.1,785874.2,2565.3,66.4,0.139,53.2,2536.0,0.215
512872.1,786224.2,2560.4,59.4,0.147,65.7,2629.2,0.161
512872.1,786574.2,2555.9,45.5,0.14,30.4,2722.4,0.116
512872.1,786924.2,2551.8,49.8,0.124,23.5,2815.6,0.082
512872.1,787274.2,2548.0,45.5,0.117,25.8,2821.6,0.056
512872.1,787624.2,2544.5,47.6,0.132,14.5,2724.6,0.037
512872.1,787974.2,2541.3,53.8,0.123,17.9,2627.6,0.024
512872.1,788324.2,2538.5,48.6,0.138,8.2,2530.6,0.015
512872.1,788674.2,2535.9,48.0,0.129,10.1,2433.7,0.009
512872.1,789024.2,2533.6,44.0,0.125,5.2,2354.9,0.006
512872.1,789374.2,2531.6,41.6,0.125,10.7,2281.2,0.004
512872.1,789724.2,2529.8,46.8,0.124,9.7,2207.6,0.003
512872.1,790074.2,2528.2,40.3,0.113,8.5,2134.0,0.002
512872.1,790424.2,2526.9,54.2,0.125,6.0,2060.3,0.001
512872.1,790774.2,2525.7,54.2,0.121,10.7,1986.7,0.001
512872.1,791124.2,2524.6,36.4,0.11,10.0,1913.1,0.001
512872.1,791474.2,2523.8,48.6,0.125,9.7,1839.4,0.001
512872.1,791824.2,2523.0,56.3,0.134,8.9,1765.8,0.001
512872.1,792174.2,2522.3,46.6,0.124,8.3,1692.2,0.0
512872.1,792524.2,2521.7,35.0,0.104,7.6,1618.5,0.0
512872.1,792874.2,2521.2,46.6,0.113,12.2,1544.9,0.0
512872.1,793224.2,2520.6,39.8,0.117,9.0,1471.3,0.0
512872.1,793574.2,2520.1,32.6,0.122,5.5,1397.6,0.0
512872.1,793924.2,2519.5,48.1,0.12,8.5,1324.0,0.0
512872.1,794274.2,2518.9,41.9,0.129,4.6,1250.4,0.0
512872.1,794624.2,2518.2,46.6,0.123,10.3,1176.8,0.0
512872.1,794974.2,2517.4,40.5,0.117,8.6,1103.1,0.0
512872.1,795324.2,2516.4,46.0,0.127,9.7,1029.5,0.0
512872.1,795674.2,2515.4,38.6,0.122,6.0,955.9,0.0
512872.1,796024.2,2514.1,42.9,0.109,4.5,882.2,0.0
512872.1,796374.2,2512.7,40.9,0.113,7.1,808.6,0.0
512872.1,796724.2,2511.1,48.9,0.1,4.9,735.0,0.0
512872.1,797074.2,2509.2,34.9,0.108,5.1,661.3,0.0
512872.1,797424.2,2507.1,48.4,0.113,7.8,587.7,0.0
512872.1,797774.2,2504.7,60.0,0.116,8.8,514.1,0.0
512872.1,798124.2,2502.0,41.7,0.126,5.7,440.4,0.0
512872.1,798474.2,2499.1,41.9,0.109,5.9,366.8,0.0
512872.1,798824.2,2495.8,31.8,0.095,6.4,293.2,0.0
513222.1,771524.2,2956.1,48.8,0.114,8.4,1590.7,0.0
513222.1,771874.2,2947.2,52.4,0.124,10.3,1499.2,0.0
513222.1,772224.2,2938.0,38.9,0.108,9.4,1407.7,0.0
513222.1,772574.2,2928.5,45.7,0.122,4.6,1316.2,0.0
513222.1,772924.2,2918.8,36.3,0.105,7.0,1224.8,0.0
513222.1,773274.2,2908.8,48.5,0.115,7.0,1133.3,0.0
513222.1,773624.2,2898.6,53.1,0.115,10.8,1041.8,0.0
513222.1,773974.2,2888.2,56.6,0.109,10.2,950.3,0.0
513222.1,774324.2,2877.6,51.0,0.096,7.2,858.9,0.0
513222.1,774674.2,2866.8,42.8,0.107,5.7,767.4,0.0
513222.1,775024.2,2855.9,46.5,0.11,8.8,675.9,0.0
513222.1,775374.2,2844.9,44.0,0.109,9.2,584.4,0.0
513222.1,775724.2,2833.7,45.5,0.105,7.0,493.0,0.0
513222.1,776074.2,2822.5,47.2,0.096,6.9,401.5,0.0
513222.1,776424.2,2811.2,38.2,0.107,7.3,310.0,0.001
513222.1,776774.2,2799.9,38.6,0.101,7.1,218.5,0.002
513222.1,777124.2,2788.6,41.6,0.091,11.1,127.1,0.003
513222.1,777474.2,2777.3,37.6,0.093,9.8,35.6,0.006
513222.1,777824.2,2766.1,30.8,0.099,9.0,55.9,0.01
513222.1,778174.2,2754.9,33.8,0.105,9.5,148.0,0.017
513222.1,778524.2,2743.8,40.0,0.1,9.6,241.2,0.027
513222.1,778874.2,2732.9,33.7,0.116,15.3,334.4,0.043
513222.1,779224.2,2722.1,37.4,0.099,18.2,427.6,0.065
513222.1,779574.2,2711.4,53.0,0.114,31.8,520.8,0.095
513222.1,779924.2,2700.9,47.2,0.109,33.5,614.1,0.134
513222.1,780274.2,2690.6,58.3,0.118,56.9,707.3,0.183
513222.1,780624.2,2680.6,47.6,0.138,59.6,800.5,0.241
513222.1,780974.2,2670.8,69.3,0.138,71.2,893.7,0.307
513222.1,781324.2,2661.2,66.7,0.162,81.5,986.9,0.378
513222.1,781674.2,2651.9,69.5,0.164,116.9,1080.1,0.449
513222.1,782024.2,2642.9,68.6,0.203,144.5,1173.3,0.516
513222.1,782374.2,2634.2,76.8,0.198,189.3,1266.5,0.572
513222.1,782724.2,2625.9,78.3,0.185,116.8,1359.7,0.613
513222.1,783074.2,2617.8,79.9,0.189,140.4,1452.9,0.634
513222.1,783424.2,2610.1,86.8,0.209,126.1,1546.2,0.634
513222.1,783774.2,2602.8,72.9,0.189,135.3,1639.4,0.611
513222.1,784124.2,2595.8,85.8,0.191,151.4,1732.6,0.57
513222.1,784474.2,2589.1,85.8,0.184,126.0,1825.8,0.513
513222.1,784824.2,2582.8,74.4,0.169,159.4,1919.0,0.446
513222.1,785174.2,2576.9,54.8,0.177,60.8,2012.2,0.375
513222.1,785524.2,2571.4,72.5,0.159,86.5,2105.4,0.304
513222.1,785874.2,2566.2,65.7,0.155,51.5,2198.6,0.239
513222.1,786224.2,2561.3,64.3,0.13,49.8,2291.8,0.181
513222.1,786574.2,2556.8,44.9,0.144,39.4,2385.0,0.133
513222.1,786924.2,2552.7,60.6,0.118,14.8,2478.3,0.094
513222.1,787274.2,2548.9,57.2,0.116,12.6,2571.5,0.064
513222.1,787624.2,2545.4,47.3,0.127,12.4,2664.7,0.043
513222.1,787974.2,2542.2,48.9,0.106,18.3,2757.9,0.028
513222.1,788324.2,2539.4,48.2,0.123,9.3,2851.1,0.017
513222.1,788674.2,2536.8,37.3,0.122,8.9,2772.0,0.011
513222.1,789024.2,2534.5,40.6,0.124,8.8,2697.0,0.006
513222.1,789374.2,2532.5,45.7,0.123,5.2,2623.4,0.004
513222.1,789724.2,2530.7,48.5,0.108,5.7,2549.8,0.002
513222.1,790074.2,2529.1,34.1,0.121,10.6,2476.1,0.002
513222.1,790424.2,2527.8,54.7,0.124,6.1,2402.5,0.001
513222.1,790774.2,2526.6,42.5,0.123,7.7,2328.9,0.001
513222.1,791124.2,2525.5,37.1,0.118,5.9,2255.2,0.001
513222.1,791474.2,2524.7,40.1,0.11,6.5,2181.6,0.0
513222.1,791824.2,2523.9,51.1,0.114,8.3,2108.0,0.0
513222.1,792174.2,2523.2,40.9,0.109,4.3,2034.3,0.0
513222.1,792524.2,2522.6,52.4,0.109,9.0,1960.7,0.0
513222.1,792874.2,2522.1,52.8,0.1,8.1,1887.1,0.0
513222.1,793224.2,2521.5,54.0,0.108,7.5,1813.4,0.0
513222.1,793574.2,2521.0,46.2,0.118,8.4,1739.8,0.0
513222.1,793924.2,2520.4,37.4,0.112,5.9,1666.2,0.0
513222.1,794274.2,2519.8,40.8,0.127,7.8,1592.6,0.0
513222.1,794624.2,2519.1,43.3,0.111,3.9,1518.9,0.0
513222.1,794974.2,2518.3,31.1,0.081,7.6,1445.3,0.0
513222.1,795324.2,2517.3,40.6,0.106,6.4,1371.7,0.0
513222.1,795674.2,2516.3,51.7,0.128,5.3,1298.0,0.0
513222.1,796024.2,2515.0,23.8,0.098,4.7,1224.4,0.0
513222.1,796374.2,2513.6,48.4,0.129,8.5,1150.8,0.0
513222.1,796724.2,2512.0,45.4,0.119,9.3,1077.1,0.0
513222.1,797074.2,2510.1,32.3,0.113,7.3,1003.5,0.0
513222.1,797424.2,2508.0,56.7,0.121,7.1,929.9,0.0
513222.1,797774.2,2505.6,36.4,0.134,7.1,856.2,0.0
513222.1,798124.2,2502.9,39.9,0.109,7.5,782.6,0.0
513222.1,798474.2,2500.0,52.7,0.119,11.2,709.0,0.0
513222.1,798824.2,2496.7,42.8,0.125,7.2,635.3,0.0
513572.1,771524.2,2956.9,47.9,0.087,5.1,1928.5,0.0
513572.1,771874.2,2948.0,34.0,0.107,7.8,1837.0,0.0
513572.1,772224.2,2938.8,47.9,0.104,7.3,1745.6,0.0
513572.1,772574.2,2929.4,36.7,0.104,6.5,1654.1,0.0
513572.1,772924.2,2919.6,44.1,0.101,6.6,1562.6,0.0
513572.1,773274.2,2909.7,41.6,0.124,7.0,1471.1,0.0
513572.1,773624.2,2899.5,41.6,0.121,5.7,1379.7,0.0
513572.1,773974.2,2889.0,55.5,0.115,7.1,1288.2,0.0
513572.1,774324.2,2878.4,45.8,0.104,7.0,1196.7,0.0
513572.1,774674.2,2867.7,40.0,0.1,5.8,1105.2,0.0
513572.1,775024.2,2856.7,49.3,0.116,7.0,1013.7,0.0
513572.1,775374.2,2845.7,37.7,0.105,5.0,922.3,0.0
513572.1,775724.2,2834.6,41.6,0.101,9.4,830.8,0.0
513572.1,776074.2,2823.3,35.9,0.115,4.9,739.3,0.0
513572.1,776424.2,2812.1,48.2,0.102,7.9,647.8,0.001
513572.1,776774.2,2800.8,47.5,0.109,9.3,556.4,0.001
513572.1,777124.2,2789.5,49.8,0.117,7.4,464.9,0.003
513572.1,777474.2,2778.2,38.4,0.116,7.8,373.4,0.005
513572.1,777824.2,2766.9,40.9,0.112,8.0,281.9,0.008
513572.1,778174.2,2755.8,46.9,0.129,6.7,189.4,0.014
513572.1,778524.2,2744.7,44.7,0.106,9.9,96.1,0.023
513572.1,778874.2,2733.7,38.5,0.119,8.8,2.9,0.037
513572.1,779224.2,2722.9,44.0,0.104,11.6,90.3,0.056
513572.1,779574.2,2712.2,33.8,0.114,23.1,183.5,0.084
513572.1,779924.2,2701.7,56.8,0.132,50.2,276.7,0.12
513572.1,780274.2,2691.5,47.2,0.113,55.9,369.9,0.166
513572.1,780624.2,2681.4,51.0,0.14,63.1,463.1,0.221
513572.1,780974.2,2671.6,59.3,0.167,74.9,556.3,0.285
513572.1,781324.2,2662.0,54.8,0.161,64.7,649.5,0.356
513572.1,781674.2,2652.8,63.5,0.169,111.3,742.7,0.428
513572.1,782024.2,2643.8,69.2,0.165,119.6,836.0,0.498
513572.1,782374.2,2635.1,72.9,0.186,75.9,929.2,0.559
513572.1,782724.2,2626.7,81.4,0.17,89.9,1022.4,0.606
513572.1,783074.2,2618.7,83.7,0.184,128.6,1115.6,0.635
513572.1,783424.2,2611.0,91.2,0.196,130.3,1208.8,0.643
513572.1,783774.2,2603.6,77.5,0.187,156.7,1302.0,0.628
513572.1,784124.2,2596.6,78.2,0.183,218.3,1395.2,0.593
513572.1,784474.2,2590.0,78.8,0.174,147.1,1488.4,0.54
513572.1,784824.2,2583.7,79.0,0.174,120.6,1581.6,0.476
513572.1,785174.2,2577.8,60.8,0.155,90.3,1674.8,0.405
513572.1,785524.2,2572.2,68.4,0.142,81.5,1768.1,0.333
513572.1,785874.2,2567.0,55.8,0.162,74.9,1861.3,0.264
513572.1,786224.2,2562.2,54.9,0.137,64.3,1954.5,0.202
513572.1,786574.2,2557.7,57.0,0.132,64.1,2047.7,0.15
513572.1,786924.2,2553.5,55.8,0.137,40.1,2140.9,0.107
513572.1,787274.2,2549.7,44.0,0.13,23.7,2234.1,0.074
513572.1,787624.2,2546.2,48.5,0.129,20.6,2327.3,0.05
