Well_ID,Well_Name,Zone_Order,Formation,Lithology_Class,Top_TVDSS_m,Base_TVDSS_m,Gross_Thickness_m,Net_to_Gross_frac,Porosity_frac,Permeability_mD,Water_Saturation_frac,Vshale_frac
KW-1071,Kimbala-1071,3,Shale_B,Shale,2814.6,2838.7,24.1,0.069,0.073,1.6,0.929,0.807
KW-1071,Kimbala-1071,4,Sand_B,ReservoirSand,2838.7,2863.6,24.9,0.295,0.112,4.1,0.729,0.212
KW-1071,Kimbala-1071,5,Shale_C,Shale,2863.6,2891.4,27.8,0.036,0.049,1.0,0.945,0.747
KW-1071,Kimbala-1071,6,Sand_C,ReservoirSand,2891.4,2928.1,36.7,0.338,0.086,3.3,0.659,0.334
KW-1071,Kimbala-1071,7,Shale_D,Shale,2928.1,2959.2,31.1,0.012,0.054,2.0,0.917,0.641
KW-1071,Kimbala-1071,8,Sand_D,ReservoirSand,2959.2,2996.8,37.6,0.235,0.078,10.4,0.627,0.124
KW-1072,Kimbala-1072,1,Shale_A,Shale,2478.1,2503.0,24.9,0.063,0.055,1.0,0.934,0.682
KW-1072,Kimbala-1072,2,Sand_A,ReservoirSand,2503.0,2525.0,22.0,0.225,0.105,44.7,0.591,0.253
KW-1072,Kimbala-1072,3,Shale_B,Shale,2525.0,2556.4,31.4,0.068,0.033,0.6,0.883,0.749
KW-1072,Kimbala-1072,4,Sand_B,ReservoirSand,2556.4,2592.1,35.7,0.471,0.101,18.9,0.624,0.248
KW-1072,Kimbala-1072,5,Shale_C,Shale,2592.1,2627.4,35.3,0.063,0.041,0.5,0.926,0.7
KW-1072,Kimbala-1072,6,Sand_C,ReservoirSand,2627.4,2669.2,41.8,0.409,0.117,17.6,0.582,0.226
KW-1072,Kimbala-1072,7,Shale_D,Shale,2669.2,2714.3,45.1,0.051,0.053,0.7,0.903,0.755
KW-1072,Kimbala-1072,8,Sand_D,ReservoirSand,2714.3,2770.3,56.1,0.463,0.103,32.0,0.723,0.062
KW-1073,Kimbala-1073,1,Shale_A,Shale,2728.3,2768.6,40.3,0.056,0.075,0.2,0.933,0.567
KW-1073,Kimbala-1073,2,Sand_A,ReservoirSand,2768.6,2805.4,36.8,0.44,0.092,13.6,0.637,0.344
KW-1073,Kimbala-1073,3,Shale_B,Shale,2805.4,2867.3,61.8,0.089,0.052,0.7,0.905,0.816
KW-1073,Kimbala-1073,4,Sand_B,ReservoirSand,2867.3,2924.6,57.4,0.402,0.111,17.3,0.757,0.228
KW-1073,Kimbala-1073,5,Shale_C,Shale,2924.6,2975.3,50.7,0.071,0.051,1.0,0.922,0.75
KW-1073,Kimbala-1073,6,Sand_C,ReservoirSand,2975.3,3040.8,65.5,0.613,0.121,23.9,0.745,0.375
KW-1073,Kimbala-1073,7,Shale_D,Shale,3040.8,3120.4,79.6,0.078,0.052,0.5,0.891,0.64
KW-1073,Kimbala-1073,8,Sand_D,ReservoirSand,3120.4,3216.0,95.6,0.242,0.114,3.4,0.554,0.297
KW-1074,Kimbala-1074,1,Shale_A,Shale,2432.6,2460.5,27.9,0.101,0.054,0.9,0.922,0.874
KW-1074,Kimbala-1074,2,Sand_A,ReservoirSand,2460.5,2482.3,21.9,0.212,0.122,13.0,0.465,0.242
KW-1074,Kimbala-1074,3,Shale_B,Shale,2482.3,2516.6,34.2,0.123,0.075,0.9,0.927,0.609
KW-1074,Kimbala-1074,4,Sand_B,ReservoirSand,2516.6,2557.0,40.4,0.115,0.113,9.7,0.52,0.229
KW-1074,Kimbala-1074,5,Shale_C,Shale,2557.0,2597.3,40.3,0.091,0.094,0.6,0.951,0.753
KW-1074,Kimbala-1074,6,Sand_C,ReservoirSand,2597.3,2650.6,53.4,0.25,0.081,18.3,0.499,0.253
KW-1074,Kimbala-1074,7,Shale_D,Shale,2650.6,2689.8,39.1,0.048,0.059,0.8,0.898,0.682
KW-1074,Kimbala-1074,8,Sand_D,ReservoirSand,2689.8,2746.6,56.8,0.327,0.144,14.9,0.433,0.254
KW-1075,Kimbala-1075,1,Shale_A,Shale,2426.2,2473.0,46.8,0.078,0.036,1.8,0.894,0.712
KW-1075,Kimbala-1075,2,Sand_A,ReservoirSand,2473.0,2514.9,41.9,0.546,0.194,55.7,0.662,0.237
KW-1075,Kimbala-1075,3,Shale_B,Shale,2514.9,2576.8,61.9,0.067,0.05,0.9,0.909,0.632
KW-1075,Kimbala-1075,4,Sand_B,ReservoirSand,2576.8,2639.7,62.9,0.57,0.184,92.8,0.517,0.189
KW-1075,Kimbala-1075,5,Shale_C,Shale,2639.7,2703.4,63.7,0.03,0.084,0.6,0.93,0.646
KW-1075,Kimbala-1075,6,Sand_C,ReservoirSand,2703.4,2786.6,83.2,0.536,0.179,206.5,0.555,0.275
KW-1075,Kimbala-1075,7,Shale_D,Shale,2786.6,2871.6,85.0,0.085,0.074,1.0,0.91,0.812
KW-1075,Kimbala-1075,8,Sand_D,ReservoirSand,2871.6,2963.2,91.6,0.499,0.166,96.5,0.539,0.147
KW-1076,Kimbala-1076,1,Shale_A,Shale,2450.6,2478.0,27.4,0.07,0.068,0.8,0.899,0.683
KW-1076,Kimbala-1076,2,Sand_A,ReservoirSand,2478.0,2502.7,24.6,0.447,0.143,22.5,0.438,0.26
KW-1076,Kimbala-1076,3,Shale_B,Shale,2502.7,2543.8,41.1,0.066,0.06,0.4,0.941,0.746
KW-1076,Kimbala-1076,4,Sand_B,ReservoirSand,2543.8,2582.1,38.4,0.419,0.143,18.5,0.597,0.388
KW-1076,Kimbala-1076,5,Shale_C,Shale,2582.1,2621.0,38.9,0.127,0.038,4.4,0.913,0.752
KW-1076,Kimbala-1076,6,Sand_C,ReservoirSand,2621.0,2677.9,56.9,0.475,0.167,19.6,0.421,0.236
KW-1076,Kimbala-1076,7,Shale_D,Shale,2677.9,2729.4,51.5,0.134,0.064,0.4,0.888,0.636
KW-1076,Kimbala-1076,8,Sand_D,ReservoirSand,2729.4,2794.6,65.2,0.487,0.139,7.5,0.507,0.305
KW-1077,Kimbala-1077,1,Shale_A,Shale,2444.0,2480.6,36.6,0.088,0.063,0.7,0.919,0.762
KW-1077,Kimbala-1077,2,Sand_A,ReservoirSand,2480.6,2512.5,31.8,0.374,0.128,14.4,0.497,0.201
KW-1077,Kimbala-1077,3,Shale_B,Shale,2512.5,2556.1,43.7,0.131,0.041,0.7,0.985,0.762
KW-1077,Kimbala-1077,4,Sand_B,ReservoirSand,2556.1,2611.6,55.4,0.412,0.114,6.6,0.454,0.144
KW-1077,Kimbala-1077,5,Shale_C,Shale,2611.6,2658.7,47.1,0.132,0.083,1.1,0.898,0.748
KW-1077,Kimbala-1077,6,Sand_C,ReservoirSand,2658.7,2731.9,73.3,0.512,0.145,13.5,0.517,0.22
KW-1077,Kimbala-1077,7,Shale_D,Shale,2731.9,2810.6,78.7,0.063,0.061,1.2,0.913,0.756
KW-1077,Kimbala-1077,8,Sand_D,ReservoirSand,2810.6,2897.9,87.3,0.428,0.148,6.0,0.509,0.326
KW-1078,Kimbala-1078,1,Shale_A,Shale,2512.1,2547.6,35.5,0.1,0.076,0.9,0.871,0.71
KW-1078,Kimbala-1078,2,Sand_A,ReservoirSand,2547.6,2576.3,28.8,0.294,0.12,19.5,0.558,0.217
KW-1078,Kimbala-1078,3,Shale_B,Shale,2576.3,2622.2,45.9,0.08,0.071,0.7,0.91,0.749
KW-1078,Kimbala-1078,4,Sand_B,ReservoirSand,2622.2,2669.0,46.8,0.329,0.111,15.7,0.496,0.215
KW-1078,Kimbala-1078,5,Shale_C,Shale,2669.0,2724.7,55.7,0.1,0.053,1.0,0.978,0.597
KW-1078,Kimbala-1078,6,Sand_C,ReservoirSand,2724.7,2783.0,58.3,0.332,0.166,22.2,0.606,0.141
KW-1078,Kimbala-1078,7,Shale_D,Shale,2783.0,2861.9,78.9,0.07,0.043,0.8,0.947,0.817
KW-1078,Kimbala-1078,8,Sand_D,ReservoirSand,2861.9,2939.7,77.8,0.355,0.117,13.9,0.542,0.405
KW-1079,Kimbala-1079,1,Shale_A,Shale,2644.0,2672.2,28.2,0.074,0.052,0.6,0.896,0.81
KW-1079,Kimbala-1079,2,Sand_A,ReservoirSand,2672.2,2697.4,25.1,0.305,0.141,8.5,0.631,0.188
KW-1079,Kimbala-1079,3,Shale_B,Shale,2697.4,2738.0,40.7,0.08,0.041,0.3,0.918,0.823
KW-1079,Kimbala-1079,4,Sand_B,ReservoirSand,2738.0,2781.4,43.4,0.523,0.151,5.4,0.712,0.273
KW-1079,Kimbala-1079,5,Shale_C,Shale,2781.4,2826.6,45.1,0.077,0.073,0.8,0.844,0.666
KW-1079,Kimbala-1079,6,Sand_C,ReservoirSand,2826.6,2881.5,55.0,0.474,0.144,6.8,0.708,0.238
KW-1079,Kimbala-1079,7,Shale_D,Shale,2881.5,2938.7,57.2,0.126,0.064,0.8,0.916,0.728
KW-1079,Kimbala-1079,8,Sand_D,ReservoirSand,2938.7,3004.4,65.7,0.435,0.123,3.9,0.595,0.254
KW-1080,Kimbala-1080,1,Shale_A,Shale,2614.1,2637.0,22.9,0.08,0.065,0.8,0.898,0.732
KW-1080,Kimbala-1080,2,Sand_A,ReservoirSand,2637.0,2657.9,20.9,0.421,0.099,10.8,0.765,0.239
KW-1080,Kimbala-1080,3,Shale_B,Shale,2657.9,2687.5,29.7,0.041,0.048,1.2,0.898,0.599
KW-1080,Kimbala-1080,4,Sand_B,ReservoirSand,2687.5,2727.9,40.4,0.309,0.129,6.2,0.655,0.166
KW-1080,Kimbala-1080,5,Shale_C,Shale,2727.9,2759.9,32.0,0.02,0.044,0.6,0.964,0.922
KW-1080,Kimbala-1080,6,Sand_C,ReservoirSand,2759.9,2807.9,48.0,0.272,0.108,2.8,0.651,0.181
KW-1080,Kimbala-1080,7,Shale_D,Shale,2807.9,2855.4,47.5,0.1,0.032,0.5,0.922,0.696
KW-1080,Kimbala-1080,8,Sand_D,ReservoirSand,2855.4,2918.0,62.6,0.219,0.105,5.0,0.706,0.207
KW-1081,Kimbala-1081,1,Shale_A,Shale,2676.8,2705.8,29.0,0.111,0.051,1.2,0.948,0.753
KW-1081,Kimbala-1081,2,Sand_A,ReservoirSand,2705.8,2735.6,29.8,0.443,0.139,10.8,0.531,0.206
KW-1081,Kimbala-1081,3,Shale_B,Shale,2735.6,2776.3,40.7,0.009,0.071,0.8,0.899,0.766
KW-1081,Kimbala-1081,4,Sand_B,ReservoirSand,2776.3,2822.4,46.1,0.534,0.107,19.1,0.502,0.358
KW-1081,Kimbala-1081,5,Shale_C,Shale,2822.4,2869.9,47.5,0.046,0.05,0.3,0.909,0.816
KW-1081,Kimbala-1081,6,Sand_C,ReservoirSand,2869.9,2934.8,64.9,0.518,0.097,14.3,0.747,0.424
KW-1081,Kimbala-1081,7,Shale_D,Shale,2934.8,2997.4,62.6,0.093,0.072,0.6,0.903,0.886
KW-1081,Kimbala-1081,8,Sand_D,ReservoirSand,2997.4,3069.5,72.1,0.387,0.126,11.1,0.57,0.212
KW-1082,Kimbala-1082,1,Shale_A,Shale,2724.0,2736.1,12.1,0.094,0.095,0.8,0.925,0.76
KW-1082,Kimbala-1082,2,Sand_A,ReservoirSand,2736.1,2746.4,10.3,0.467,0.147,20.4,0.554,0.275
KW-1082,Kimbala-1082,3,Shale_B,Shale,2746.4,2761.3,14.9,0.013,0.076,0.7,0.84,0.859
KW-1082,Kimbala-1082,4,Sand_B,ReservoirSand,2761.3,2779.6,18.2,0.338,0.153,10.4,0.528,0.215
KW-1082,Kimbala-1082,5,Shale_C,Shale,2779.6,2794.6,15.0,0.141,0.084,0.8,0.942,0.7
KW-1082,Kimbala-1082,6,Sand_C,ReservoirSand,2794.6,2817.9,23.3,0.306,0.129,11.6,0.539,0.21
KW-1082,Kimbala-1082,7,Shale_D,Shale,2817.9,2838.1,20.2,0.09,0.064,0.7,0.922,0.761
KW-1082,Kimbala-1082,8,Sand_D,ReservoirSand,2838.1,2865.0,26.8,0.383,0.141,11.1,0.521,0.208
KW-1083,Kimbala-1083,1,Shale_A,Shale,2428.4,2467.6,39.2,0.057,0.073,0.8,0.917,0.818
KW-1083,Kimbala-1083,2,Sand_A,ReservoirSand,2467.6,2502.1,34.5,0.257,0.146,7.0,0.466,0.162
KW-1083,Kimbala-1083,3,Shale_B,Shale,2502.1,2559.2,57.1,0.0,0.072,0.2,0.887,0.515
KW-1083,Kimbala-1083,4,Sand_B,ReservoirSand,2559.2,2609.7,50.5,0.444,0.064,19.2,0.69,0.22
KW-1083,Kimbala-1083,5,Shale_C,Shale,2609.7,2663.7,54.1,0.038,0.053,0.3,0.939,0.725
KW-1083,Kimbala-1083,6,Sand_C,ReservoirSand,2663.7,2741.1,77.4,0.305,0.107,12.8,0.668,0.314
KW-1083,Kimbala-1083,7,Shale_D,Shale,2741.1,2800.5,59.4,0.075,0.066,2.1,0.909,0.767
KW-1083,Kimbala-1083,8,Sand_D,ReservoirSand,2800.5,2888.6,88.0,0.394,0.075,9.8,0.54,0.268
KW-1084,Kimbala-1084,1,Shale_A,Shale,2428.0,2450.1,22.1,0.119,0.04,2.9,0.929,0.676
KW-1084,Kimbala-1084,2,Sand_A,ReservoirSand,2450.1,2471.2,21.1,0.506,0.115,10.5,0.602,0.2
KW-1084,Kimbala-1084,3,Shale_B,Shale,2471.2,2498.4,27.2,0.042,0.085,0.4,0.921,0.736
KW-1084,Kimbala-1084,4,Sand_B,ReservoirSand,2498.4,2532.7,34.4,0.684,0.097,10.6,0.518,0.203
KW-1084,Kimbala-1084,5,Shale_C,Shale,2532.7,2565.2,32.5,0.089,0.032,1.1,0.955,0.652
KW-1084,Kimbala-1084,6,Sand_C,ReservoirSand,2565.2,2605.9,40.7,0.514,0.11,7.9,0.606,0.308
KW-1084,Kimbala-1084,7,Shale_D,Shale,2605.9,2648.8,43.0,0.058,0.082,1.0,0.88,0.663
KW-1084,Kimbala-1084,8,Sand_D,ReservoirSand,2648.8,2702.5,53.7,0.437,0.164,3.9,0.574,0.134
KW-1085,Kimbala-1085,1,Shale_A,Shale,2420.7,2462.7,42.0,0.05,0.081,0.6,0.902,0.7
KW-1085,Kimbala-1085,2,Sand_A,ReservoirSand,2462.7,2502.1,39.3,0.54,0.148,25.6,0.619,0.248
KW-1085,Kimbala-1085,3,Shale_B,Shale,2502.1,2554.1,52.0,0.094,0.069,0.8,0.976,0.718
KW-1085,Kimbala-1085,4,Sand_B,ReservoirSand,2554.1,2621.7,67.7,0.404,0.142,26.1,0.59,0.263
KW-1085,Kimbala-1085,5,Shale_C,Shale,2621.7,2680.3,58.5,0.075,0.051,0.8,0.871,0.77
KW-1085,Kimbala-1085,6,Sand_C,ReservoirSand,2680.3,2762.1,81.9,0.513,0.136,77.5,0.587,0.144
KW-1085,Kimbala-1085,7,Shale_D,Shale,2762.1,2842.3,80.2,0.047,0.066,0.5,0.951,0.861
KW-1085,Kimbala-1085,8,Sand_D,ReservoirSand,2842.3,2954.1,111.8,0.519,0.151,32.8,0.608,0.202
KW-1086,Kimbala-1086,1,Shale_A,Shale,2572.6,2605.7,33.1,0.101,0.039,0.5,0.951,0.818
KW-1086,Kimbala-1086,2,Sand_A,ReservoirSand,2605.7,2634.1,28.4,0.301,0.115,71.9,0.53,0.278
KW-1086,Kimbala-1086,3,Shale_B,Shale,2634.1,2677.3,43.2,0.072,0.061,0.6,0.908,0.87
KW-1086,Kimbala-1086,4,Sand_B,ReservoirSand,2677.3,2724.5,47.2,0.246,0.121,94.7,0.502,0.15
KW-1086,Kimbala-1086,5,Shale_C,Shale,2724.5,2767.2,42.7,0.092,0.047,0.2,0.893,0.807
KW-1086,Kimbala-1086,6,Sand_C,ReservoirSand,2767.2,2824.5,57.4,0.388,0.124,146.7,0.67,0.219
KW-1086,Kimbala-1086,7,Shale_D,Shale,2824.5,2883.5,59.0,0.094,0.053,1.3,0.91,0.618
KW-1086,Kimbala-1086,8,Sand_D,ReservoirSand,2883.5,2962.6,79.0,0.474,0.121,24.8,0.473,0.169
KW-1087,Kimbala-1087,1,Shale_A,Shale,2710.0,2737.4,27.4,0.058,0.075,1.6,0.897,0.734
KW-1087,Kimbala-1087,2,Sand_A,ReservoirSand,2737.4,2760.0,22.6,0.409,0.09,30.6,0.727,0.348
KW-1087,Kimbala-1087,3,Shale_B,Shale,2760.0,2791.3,31.3,0.074,0.057,2.4,0.914,0.786
KW-1087,Kimbala-1087,4,Sand_B,ReservoirSand,2791.3,2827.0,35.6,0.386,0.08,9.1,0.671,0.236
KW-1087,Kimbala-1087,5,Shale_C,Shale,2827.0,2861.1,34.1,0.108,0.041,1.1,0.944,0.793
KW-1087,Kimbala-1087,6,Sand_C,ReservoirSand,2861.1,2912.1,51.0,0.385,0.1,9.0,0.652,0.328
KW-1087,Kimbala-1087,7,Shale_D,Shale,2912.1,2963.0,50.9,0.062,0.043,0.4,0.929,0.651
KW-1087,Kimbala-1087,8,Sand_D,ReservoirSand,2963.0,3018.8,55.8,0.398,0.118,8.6,0.671,0.235
KW-1088,Kimbala-1088,1,Shale_A,Shale,2706.6,2738.8,32.2,0.051,0.066,0.6,0.904,0.692
KW-1088,Kimbala-1088,2,Sand_A,ReservoirSand,2738.8,2763.5,24.7,0.195,0.095,9.2,0.518,0.231
KW-1088,Kimbala-1088,3,Shale_B,Shale,2763.5,2804.9,41.4,0.11,0.054,1.4,0.925,0.822
KW-1088,Kimbala-1088,4,Sand_B,ReservoirSand,2804.9,2849.9,45.0,0.244,0.1,3.1,0.514,0.219
KW-1088,Kimbala-1088,5,Shale_C,Shale,2849.9,2895.2,45.3,0.015,0.077,0.5,0.876,0.74
KW-1088,Kimbala-1088,6,Sand_C,ReservoirSand,2895.2,2955.4,60.1,0.4,0.094,6.8,0.597,0.173
KW-1088,Kimbala-1088,7,Shale_D,Shale,2955.4,3018.4,63.0,0.091,0.06,0.5,0.935,0.688
KW-1088,Kimbala-1088,8,Sand_D,ReservoirSand,3018.4,3078.5,60.1,0.571,0.086,12.6,0.527,0.237
KW-1089,Kimbala-1089,1,Shale_A,Shale,2657.3,2682.8,25.5,0.127,0.052,1.2,0.969,0.842
KW-1089,Kimbala-1089,2,Sand_A,ReservoirSand,2682.8,2704.6,21.8,0.404,0.17,17.3,0.607,0.165
KW-1089,Kimbala-1089,3,Shale_B,Shale,2704.6,2736.8,32.2,0.109,0.052,1.3,0.931,0.713
KW-1089,Kimbala-1089,4,Sand_B,ReservoirSand,2736.8,2772.1,35.3,0.464,0.128,27.0,0.38,0.262
KW-1089,Kimbala-1089,5,Shale_C,Shale,2772.1,2809.2,37.1,0.074,0.069,1.0,0.931,0.593
KW-1089,Kimbala-1089,6,Sand_C,ReservoirSand,2809.2,2857.4,48.2,0.451,0.136,10.8,0.32,0.177
KW-1089,Kimbala-1089,7,Shale_D,Shale,2857.4,2904.6,47.2,0.089,0.094,0.7,0.957,0.631
KW-1089,Kimbala-1089,8,Sand_D,ReservoirSand,2904.6,2969.4,64.8,0.396,0.129,30.9,0.541,0.107
KW-1090,Kimbala-1090,1,Shale_A,Shale,2465.0,2501.7,36.7,0.1,0.057,0.5,0.908,0.779
KW-1090,Kimbala-1090,2,Sand_A,ReservoirSand,2501.7,2536.3,34.6,0.308,0.09,3.2,0.473,0.306
KW-1090,Kimbala-1090,3,Shale_B,Shale,2536.3,2588.6,52.3,0.109,0.073,2.3,0.904,0.694
KW-1090,Kimbala-1090,4,Sand_B,ReservoirSand,2588.6,2641.7,53.2,0.266,0.126,7.0,0.452,0.318
KW-1090,Kimbala-1090,5,Shale_C,Shale,2641.7,2697.2,55.5,0.091,0.065,0.8,0.944,0.89
KW-1090,Kimbala-1090,6,Sand_C,ReservoirSand,2697.2,2773.3,76.1,0.248,0.12,3.6,0.435,0.222
KW-1090,Kimbala-1090,7,Shale_D,Shale,2773.3,2836.0,62.8,0.062,0.038,0.7,0.896,0.71
KW-1090,Kimbala-1090,8,Sand_D,ReservoirSand,2836.0,2928.0,92.0,0.3,0.128,4.0,0.355,0.283
KW-1091,Kimbala-1091,1,Shale_A,Shale,2409.9,2448.4,38.5,0.067,0.073,1.2,0.879,0.848
KW-1091,Kimbala-1091,2,Sand_A,ReservoirSand,2448.4,2484.3,35.8,0.575,0.148,6.9,0.736,0.284
KW-1091,Kimbala-1091,3,Shale_B,Shale,2484.3,2531.5,47.2,0.089,0.064,0.6,0.943,0.839
KW-1091,Kimbala-1091,4,Sand_B,ReservoirSand,2531.5,2585.3,53.8,0.601,0.11,12.6,0.581,0.148
KW-1091,Kimbala-1091,5,Shale_C,Shale,2585.3,2640.8,55.5,0.072,0.072,1.0,0.923,0.625
KW-1091,Kimbala-1091,6,Sand_C,ReservoirSand,2640.8,2720.7,80.0,0.445,0.117,13.9,0.774,0.149
KW-1091,Kimbala-1091,7,Shale_D,Shale,2720.7,2786.3,65.6,0.063,0.061,0.7,0.902,0.76
KW-1091,Kimbala-1091,8,Sand_D,ReservoirSand,2786.3,2871.3,84.9,0.552,0.111,17.8,0.654,0.315
KW-1092,Kimbala-1092,1,Shale_A,Shale,2585.8,2625.8,40.0,0.051,0.053,1.3,0.941,0.527
KW-1092,Kimbala-1092,2,Sand_A,ReservoirSand,2625.8,2656.2,30.4,0.503,0.161,89.4,0.737,0.104
KW-1092,Kimbala-1092,3,Shale_B,Shale,2656.2,2708.3,52.1,0.035,0.057,1.4,0.898,0.604
KW-1092,Kimbala-1092,4,Sand_B,ReservoirSand,2708.3,2760.3,52.0,0.508,0.172,50.9,0.675,0.349
KW-1092,Kimbala-1092,5,Shale_C,Shale,2760.3,2815.1,54.8,0.042,0.043,1.2,0.905,0.743
KW-1092,Kimbala-1092,6,Sand_C,ReservoirSand,2815.1,2887.9,72.8,0.471,0.139,45.0,0.54,0.189
KW-1092,Kimbala-1092,7,Shale_D,Shale,2887.9,2966.1,78.1,0.073,0.06,1.3,0.917,0.752
KW-1092,Kimbala-1092,8,Sand_D,ReservoirSand,2966.1,3050.8,84.8,0.577,0.161,32.1,0.681,0.183
KW-1093,Kimbala-1093,1,Shale_A,Shale,2831.3,2846.6,15.3,0.092,0.082,0.8,0.924,0.747
KW-1093,Kimbala-1093,2,Sand_A,ReservoirSand,2846.6,2861.8,15.1,0.379,0.146,6.4,0.45,0.314
KW-1093,Kimbala-1093,3,Shale_B,Shale,2861.8,2878.9,17.2,0.138,0.05,0.5,0.901,0.716
KW-1093,Kimbala-1093,4,Sand_B,ReservoirSand,2878.9,2898.6,19.6,0.25,0.162,25.5,0.752,0.159
KW-1093,Kimbala-1093,5,Shale_C,Shale,2898.6,2919.8,21.2,0.096,0.046,0.9,0.947,0.78
KW-1093,Kimbala-1093,6,Sand_C,ReservoirSand,2919.8,2949.4,29.6,0.305,0.121,3.3,0.715,0.245
KW-1093,Kimbala-1093,7,Shale_D,Shale,2949.4,2976.5,27.2,0.121,0.057,0.5,0.907,0.79
KW-1093,Kimbala-1093,8,Sand_D,ReservoirSand,2976.5,3010.9,34.4,0.414,0.104,5.8,0.697,0.217
KW-1094,Kimbala-1094,1,Shale_A,Shale,2828.4,2852.5,24.1,0.053,0.06,0.3,0.922,0.833
KW-1094,Kimbala-1094,2,Sand_A,ReservoirSand,2852.5,2877.1,24.6,0.181,0.096,8.1,0.79,0.25
KW-1094,Kimbala-1094,3,Shale_B,Shale,2877.1,2913.7,36.5,0.064,0.066,1.1,0.972,0.724
KW-1094,Kimbala-1094,4,Sand_B,ReservoirSand,2913.7,2953.5,39.9,0.386,0.094,19.2,0.847,0.268
KW-1094,Kimbala-1094,5,Shale_C,Shale,2953.5,2992.5,39.0,0.119,0.043,1.4,0.927,0.843
KW-1094,Kimbala-1094,6,Sand_C,ReservoirSand,2992.5,3037.6,45.1,0.267,0.108,13.1,0.769,0.29
KW-1094,Kimbala-1094,7,Shale_D,Shale,3037.6,3089.7,52.1,0.059,0.068,1.5,0.912,0.758
KW-1094,Kimbala-1094,8,Sand_D,ReservoirSand,3089.7,3147.8,58.1,0.321,0.102,7.9,0.815,0.292
KW-1095,Kimbala-1095,1,Shale_A,Shale,2588.7,2624.5,35.8,0.031,0.052,2.2,0.944,0.686
KW-1095,Kimbala-1095,2,Sand_A,ReservoirSand,2624.5,2656.8,32.3,0.437,0.14,17.6,0.805,0.189
KW-1095,Kimbala-1095,3,Shale_B,Shale,2656.8,2702.7,45.9,0.045,0.057,1.0,0.915,0.675
KW-1095,Kimbala-1095,4,Sand_B,ReservoirSand,2702.7,2755.2,52.5,0.487,0.125,14.4,0.687,0.349
KW-1095,Kimbala-1095,5,Shale_C,Shale,2755.2,2804.8,49.5,0.076,0.069,0.4,0.925,0.657
KW-1095,Kimbala-1095,6,Sand_C,ReservoirSand,2804.8,2868.8,64.1,0.296,0.137,16.1,0.595,0.096
KW-1095,Kimbala-1095,7,Shale_D,Shale,2868.8,2924.0,55.2,0.125,0.065,0.5,0.89,0.786
KW-1095,Kimbala-1095,8,Sand_D,ReservoirSand,2924.0,2996.0,72.0,0.371,0.132,37.5,0.627,0.269
KW-1096,Kimbala-1096,1,Shale_A,Shale,2397.1,2431.0,33.9,0.089,0.034,0.3,0.93,0.672
KW-1096,Kimbala-1096,2,Sand_A,ReservoirSand,2431.0,2458.6,27.6,0.741,0.094,15.0,0.663,0.284
KW-1096,Kimbala-1096,3,Shale_B,Shale,2458.6,2504.5,45.9,0.036,0.073,0.7,0.98,0.899
KW-1096,Kimbala-1096,4,Sand_B,ReservoirSand,2504.5,2554.9,50.4,0.64,0.132,12.3,0.513,0.213
KW-1096,Kimbala-1096,5,Shale_C,Shale,2554.9,2605.5,50.5,0.098,0.061,1.4,0.928,0.695
KW-1096,Kimbala-1096,6,Sand_C,ReservoirSand,2605.5,2668.2,62.7,0.733,0.138,15.2,0.582,0.299
KW-1096,Kimbala-1096,7,Shale_D,Shale,2668.2,2742.9,74.7,0.116,0.056,0.4,0.938,0.848
KW-1096,Kimbala-1096,8,Sand_D,ReservoirSand,2742.9,2823.9,81.0,0.593,0.109,5.5,0.542,0.243
KW-1097,Kimbala-1097,1,Shale_A,Shale,2659.4,2693.1,33.7,0.038,0.052,0.7,0.906,0.837
KW-1097,Kimbala-1097,2,Sand_A,ReservoirSand,2693.1,2717.9,24.8,0.31,0.131,8.6,0.706,0.268
KW-1097,Kimbala-1097,3,Shale_B,Shale,2717.9,2762.3,44.4,0.087,0.048,2.3,0.955,0.673
KW-1097,Kimbala-1097,4,Sand_B,ReservoirSand,2762.3,2810.0,47.7,0.343,0.178,7.7,0.799,0.212
KW-1097,Kimbala-1097,5,Shale_C,Shale,2810.0,2860.6,50.6,0.095,0.068,3.6,0.909,0.672
KW-1097,Kimbala-1097,6,Sand_C,ReservoirSand,2860.6,2919.4,58.8,0.307,0.119,6.2,0.656,0.242
KW-1097,Kimbala-1097,7,Shale_D,Shale,2919.4,2971.9,52.5,0.025,0.058,0.7,0.947,0.816
KW-1097,Kimbala-1097,8,Sand_D,ReservoirSand,2971.9,3047.0,75.1,0.456,0.091,6.6,0.639,0.269
KW-1098,Kimbala-1098,1,Shale_A,Shale,2851.7,2882.1,30.4,0.129,0.069,1.2,0.981,0.784
KW-1098,Kimbala-1098,2,Sand_A,ReservoirSand,2882.1,2907.1,25.0,0.345,0.135,25.5,0.754,0.2
KW-1098,Kimbala-1098,3,Shale_B,Shale,2907.1,2946.8,39.7,0.068,0.054,1.4,0.914,0.933
KW-1098,Kimbala-1098,4,Sand_B,ReservoirSand,2946.8,2998.7,51.9,0.399,0.115,15.6,0.634,0.344
KW-1098,Kimbala-1098,5,Shale_C,Shale,2998.7,3042.7,44.0,0.083,0.047,2.0,0.927,0.664
KW-1098,Kimbala-1098,6,Sand_C,ReservoirSand,3042.7,3098.7,56.0,0.335,0.135,9.9,0.739,0.271
